item,itemLabel,position,positionLabel,start,psid
Q110274040,Md Isham bin Jaafar,Q110273856,Minister of Health,2017-12-01,Q110274040-4f98b19a-467b-cf60-5bf2-4c9939a1541b
Q47382814,Awang Halbi bin Mohd Yussof,Q108797908,Minister of Defence of Brunei,2018-01-30,Q47382814-2671FE34-8910-42EF-B0C4-D5FDB6E77F8A
Q61114010,Abu Bakar Apong,Q108874929,Minister of Home Affairs of Brunei,2015-10-22,Q61114010-2e19eb46-45ad-dc54-fb2e-b58b7f79aa34
Q61114030,Hamzah Sulaiman,Q112974087,Minister of Education,2018-01-30,Q61114030-42f3cc84-4367-e250-dd47-56aa5d7492c7
Q57327,Hassanal Bolkiah,Q108797908,Minister of Defence of Brunei,1986-09-07,Q57327-8c590553-402c-5839-b80f-f573e9c9afd3
Q57327,Hassanal Bolkiah,Q108884004,Minister of Finance of Brunei,1997-02-23,Q57327-0107e2ad-4db3-b02e-194f-80401b7ad120
Q57327,Hassanal Bolkiah,Q3245472,Prime Minister of Brunei,1984-01-01,Q57327-EE7BEC9F-EDFB-44EB-8C5C-7163B486AC5C
